survtype,countryname,yearweek,pathogen,pathogentype,indicator,age,value
non-sentinel,Austria,2022-W51,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W51,SARS-CoV-2,SARS-CoV-2,deaths,65+,70
non-sentinel,Austria,2022-W51,SARS-CoV-2,SARS-CoV-2,deaths,total,73
non-sentinel,Austria,2022-W51,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,1
non-sentinel,Austria,2022-W51,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,86
non-sentinel,Austria,2022-W51,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,2
non-sentinel,Austria,2022-W51,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,78
non-sentinel,Austria,2022-W51,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,167
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,74
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,71
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,146
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,deaths,15-64,7
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,deaths,65+,51
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,deaths,total,58
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,2
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,74
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,84
non-sentinel,Austria,2022-W50,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,160
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,67
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,78
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,146
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,deaths,15-64,2
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,deaths,65+,40
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,deaths,total,42
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,1
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,68
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,89
non-sentinel,Austria,2022-W49,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,158
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,3
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,57
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,58
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,118
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,deaths,15-64,5
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,deaths,65+,48
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,deaths,total,53
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,3
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,57
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,68
non-sentinel,Austria,2022-W48,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,128
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,3
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,60
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,73
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,136
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,deaths,15-64,4
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,deaths,65+,39
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,deaths,total,43
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,3
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,64
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,81
non-sentinel,Austria,2022-W47,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,148
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,2
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,50
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,2
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,82
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,136
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,deaths,15-64,6
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,deaths,65+,49
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,deaths,total,55
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,2
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,51
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,2
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,86
non-sentinel,Austria,2022-W46,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,141
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,2
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,50
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,89
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,142
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,deaths,15-64,3
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,deaths,65+,50
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,deaths,total,53
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,2
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,51
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,1
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,95
non-sentinel,Austria,2022-W45,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,149
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,53
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,78
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,133
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,deaths,15-64,2
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,deaths,65+,50
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,deaths,total,52
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,1
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,54
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,1
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,84
non-sentinel,Austria,2022-W44,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,140
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,3
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,61
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,93
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,158
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,deaths,15-64,4
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,deaths,65+,72
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,deaths,total,76
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,3
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,63
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,1
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,99
non-sentinel,Austria,2022-W43,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,166
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,3
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,69
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,99
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,171
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,deaths,15-64,7
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,deaths,65+,72
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,deaths,total,79
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,3
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,71
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,110
non-sentinel,Austria,2022-W42,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,184
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,4
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,94
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,121
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,220
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,deaths,15-64,5
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,deaths,65+,82
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,deaths,total,87
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,4
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,96
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,1
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,137
non-sentinel,Austria,2022-W41,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,238
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,5
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,80
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,2
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,135
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,222
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,deaths,15-64,8
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,deaths,65+,95
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,deaths,total,103
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,1
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,7
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,17
non-sentinel,Austria,2022-W40,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,25
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,78
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,2
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,113
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,194
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,deaths,15-64,3
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,deaths,65+,44
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,deaths,total,47
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,8
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,142
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,6
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,267
non-sentinel,Austria,2022-W39,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,423
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,61
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,2
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,81
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,145
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,deaths,15-64,3
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,deaths,65+,35
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,deaths,total,38
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,9
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,125
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,6
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,245
non-sentinel,Austria,2022-W38,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,385
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,5
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,35
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,57
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,97
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,deaths,15-64,3
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,deaths,65+,27
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,deaths,total,30
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,13
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,88
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,4
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,191
non-sentinel,Austria,2022-W37,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,296
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,18
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,2
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,31
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,52
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,deaths,0-4,1
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,deaths,15-64,4
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,deaths,65+,42
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,deaths,total,47
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,5
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,65
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,4
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,148
non-sentinel,Austria,2022-W36,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,222
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,25
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,47
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,73
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,deaths,15-64,2
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,deaths,65+,36
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,deaths,total,38
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,3
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,66
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,1
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,172
non-sentinel,Austria,2022-W35,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,242
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,5
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,27
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,2
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,29
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,63
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,deaths,15-64,5
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,deaths,65+,48
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,deaths,total,53
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,11
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,83
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,3
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,164
non-sentinel,Austria,2022-W34,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,261
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,6
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,27
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,2
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,54
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,89
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,deaths,15-64,6
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,deaths,65+,56
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,deaths,total,62
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,12
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,94
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,4
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,200
non-sentinel,Austria,2022-W33,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,310
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,3
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,22
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,25
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,ICUadmissions,total,50
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,deaths,0-4,0
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,deaths,15-64,4
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,deaths,5-14,0
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,deaths,65+,67
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,deaths,total,71
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,0-4,11
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,15-64,74
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,5-14,3
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,65+,161
non-sentinel,Austria,2022-W32,SARS-CoV-2,SARS-CoV-2,hospitaladmissions,total,249
non-sentinel,Austria,2022-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,0-4,1
non-sentinel,Austria,2022-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,15-64,13
non-sentinel,Austria,2022-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,5-14,1
non-sentinel,Austria,2022-W31,SARS-CoV-2,SARS-CoV-2,ICUadmissions,65+,34
