survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
primary care sentinel,Estonia,2020-W08,Influenza,Influenza,total,detections,total,15
primary care sentinel,Estonia,2020-W08,Influenza,Influenza,total,positivity,total,34.1
primary care sentinel,Estonia,2020-W08,Influenza,Influenza,total,tests,total,44
primary care sentinel,Estonia,2020-W08,Influenza,Influenza A,A(H1)pdm09,detections,total,6
primary care sentinel,Estonia,2020-W08,Influenza,Influenza A,A(H3),detections,total,3
primary care sentinel,Estonia,2020-W08,Influenza,Influenza B,B/Vic,detections,total,6
primary care sentinel,Estonia,2020-W08,RSV,RSV,RSV,detections,total,7
primary care sentinel,Estonia,2020-W08,RSV,RSV,RSV,positivity,total,15.9
primary care sentinel,Estonia,2020-W08,RSV,RSV,RSV,tests,total,44
primary care sentinel,Estonia,2020-W07,Influenza,Influenza,total,detections,total,7
primary care sentinel,Estonia,2020-W07,Influenza,Influenza,total,positivity,total,25.9
primary care sentinel,Estonia,2020-W07,Influenza,Influenza,total,tests,total,27
primary care sentinel,Estonia,2020-W07,Influenza,Influenza A,A(H1)pdm09,detections,total,4
primary care sentinel,Estonia,2020-W07,Influenza,Influenza A,A(H3),detections,total,1
primary care sentinel,Estonia,2020-W07,Influenza,Influenza B,B/Vic,detections,total,2
primary care sentinel,Estonia,2020-W07,RSV,RSV,RSV,detections,total,4
primary care sentinel,Estonia,2020-W07,RSV,RSV,RSV,positivity,total,14.8
primary care sentinel,Estonia,2020-W07,RSV,RSV,RSV,tests,total,27
primary care sentinel,Estonia,2020-W06,Influenza,Influenza,total,detections,total,6
primary care sentinel,Estonia,2020-W06,Influenza,Influenza,total,positivity,total,26.1
primary care sentinel,Estonia,2020-W06,Influenza,Influenza,total,tests,total,23
primary care sentinel,Estonia,2020-W06,Influenza,Influenza A,A(H1)pdm09,detections,total,5
primary care sentinel,Estonia,2020-W06,Influenza,Influenza B,B/Vic,detections,total,1
primary care sentinel,Estonia,2020-W06,RSV,RSV,RSV,detections,total,4
primary care sentinel,Estonia,2020-W06,RSV,RSV,RSV,positivity,total,17.4
primary care sentinel,Estonia,2020-W06,RSV,RSV,RSV,tests,total,23
primary care sentinel,Estonia,2020-W05,Influenza,Influenza,total,detections,total,14
primary care sentinel,Estonia,2020-W05,Influenza,Influenza,total,positivity,total,41.2
primary care sentinel,Estonia,2020-W05,Influenza,Influenza,total,tests,total,34
primary care sentinel,Estonia,2020-W05,Influenza,Influenza A,A(H1)pdm09,detections,total,9
primary care sentinel,Estonia,2020-W05,Influenza,Influenza A,A(H3),detections,total,2
primary care sentinel,Estonia,2020-W05,Influenza,Influenza B,B (unknown),detections,total,1
primary care sentinel,Estonia,2020-W05,Influenza,Influenza B,B/Vic,detections,total,2
primary care sentinel,Estonia,2020-W05,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2020-W05,RSV,RSV,RSV,positivity,total,2.9
primary care sentinel,Estonia,2020-W05,RSV,RSV,RSV,tests,total,34
primary care sentinel,Estonia,2020-W04,Influenza,Influenza,total,detections,total,5
primary care sentinel,Estonia,2020-W04,Influenza,Influenza,total,positivity,total,17.2
primary care sentinel,Estonia,2020-W04,Influenza,Influenza,total,tests,total,29
primary care sentinel,Estonia,2020-W04,Influenza,Influenza A,A(H1)pdm09,detections,total,3
primary care sentinel,Estonia,2020-W04,Influenza,Influenza B,B/Vic,detections,total,2
primary care sentinel,Estonia,2020-W04,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2020-W04,RSV,RSV,RSV,positivity,total,3.4
primary care sentinel,Estonia,2020-W04,RSV,RSV,RSV,tests,total,29
primary care sentinel,Estonia,2020-W03,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2020-W03,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2020-W03,Influenza,Influenza,total,tests,total,10
primary care sentinel,Estonia,2020-W03,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2020-W03,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2020-W03,RSV,RSV,RSV,tests,total,10
primary care sentinel,Estonia,2020-W03,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
primary care sentinel,Estonia,2020-W03,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,positivity,total,0
primary care sentinel,Estonia,2020-W03,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,10
primary care sentinel,Estonia,2020-W02,Influenza,Influenza,total,detections,total,5
primary care sentinel,Estonia,2020-W02,Influenza,Influenza,total,positivity,total,35.7
primary care sentinel,Estonia,2020-W02,Influenza,Influenza,total,tests,total,14
primary care sentinel,Estonia,2020-W02,Influenza,Influenza A,A(H1)pdm09,detections,total,3
primary care sentinel,Estonia,2020-W02,Influenza,Influenza A,A(H3),detections,total,1
primary care sentinel,Estonia,2020-W02,Influenza,Influenza B,B/Vic,detections,total,1
primary care sentinel,Estonia,2020-W02,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2020-W02,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2020-W02,RSV,RSV,RSV,tests,total,14
primary care sentinel,Estonia,2020-W01,Influenza,Influenza,total,detections,total,5
primary care sentinel,Estonia,2020-W01,Influenza,Influenza,total,positivity,total,45.5
primary care sentinel,Estonia,2020-W01,Influenza,Influenza,total,tests,total,11
primary care sentinel,Estonia,2020-W01,Influenza,Influenza A,A (unknown),detections,total,1
primary care sentinel,Estonia,2020-W01,Influenza,Influenza A,A(H1)pdm09,detections,total,1
primary care sentinel,Estonia,2020-W01,Influenza,Influenza A,A(H3),detections,total,1
primary care sentinel,Estonia,2020-W01,Influenza,Influenza B,B/Vic,detections,total,2
primary care sentinel,Estonia,2020-W01,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2020-W01,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2020-W01,RSV,RSV,RSV,tests,total,11
primary care sentinel,Estonia,2019-W52,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W52,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W52,Influenza,Influenza,total,tests,total,1
primary care sentinel,Estonia,2019-W52,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W52,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W52,RSV,RSV,RSV,tests,total,1
primary care sentinel,Estonia,2019-W51,Influenza,Influenza,total,detections,total,3
primary care sentinel,Estonia,2019-W51,Influenza,Influenza,total,positivity,total,13.6
primary care sentinel,Estonia,2019-W51,Influenza,Influenza,total,tests,total,22
primary care sentinel,Estonia,2019-W51,Influenza,Influenza A,A(H1)pdm09,detections,total,1
primary care sentinel,Estonia,2019-W51,Influenza,Influenza B,B (unknown),detections,total,2
primary care sentinel,Estonia,2019-W51,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W51,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W51,RSV,RSV,RSV,tests,total,22
primary care sentinel,Estonia,2019-W50,Influenza,Influenza,total,detections,total,2
primary care sentinel,Estonia,2019-W50,Influenza,Influenza,total,positivity,total,13.3
primary care sentinel,Estonia,2019-W50,Influenza,Influenza,total,tests,total,15
primary care sentinel,Estonia,2019-W50,Influenza,Influenza B,B/Vic,detections,total,2
primary care sentinel,Estonia,2019-W50,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W50,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W50,RSV,RSV,RSV,tests,total,15
primary care sentinel,Estonia,2019-W49,Influenza,Influenza,total,detections,total,1
primary care sentinel,Estonia,2019-W49,Influenza,Influenza,total,positivity,total,12.5
primary care sentinel,Estonia,2019-W49,Influenza,Influenza,total,tests,total,8
primary care sentinel,Estonia,2019-W49,Influenza,Influenza B,B/Vic,detections,total,1
primary care sentinel,Estonia,2019-W49,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W49,RSV,RSV,RSV,positivity,total,12.5
primary care sentinel,Estonia,2019-W49,RSV,RSV,RSV,tests,total,8
primary care sentinel,Estonia,2019-W48,Influenza,Influenza,total,detections,total,6
primary care sentinel,Estonia,2019-W48,Influenza,Influenza,total,positivity,total,26.1
primary care sentinel,Estonia,2019-W48,Influenza,Influenza,total,tests,total,23
primary care sentinel,Estonia,2019-W48,Influenza,Influenza A,A(H1)pdm09,detections,total,1
primary care sentinel,Estonia,2019-W48,Influenza,Influenza B,B/Vic,detections,total,5
primary care sentinel,Estonia,2019-W48,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W48,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W48,RSV,RSV,RSV,tests,total,23
primary care sentinel,Estonia,2019-W47,Influenza,Influenza,total,detections,total,9
primary care sentinel,Estonia,2019-W47,Influenza,Influenza,total,positivity,total,40.9
primary care sentinel,Estonia,2019-W47,Influenza,Influenza,total,tests,total,22
primary care sentinel,Estonia,2019-W47,Influenza,Influenza B,B/Vic,detections,total,9
primary care sentinel,Estonia,2019-W47,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W47,RSV,RSV,RSV,positivity,total,4.5
primary care sentinel,Estonia,2019-W47,RSV,RSV,RSV,tests,total,22
primary care sentinel,Estonia,2019-W46,Influenza,Influenza,total,detections,total,1
primary care sentinel,Estonia,2019-W46,Influenza,Influenza,total,positivity,total,4.2
primary care sentinel,Estonia,2019-W46,Influenza,Influenza,total,tests,total,24
primary care sentinel,Estonia,2019-W46,Influenza,Influenza B,B/Vic,detections,total,1
primary care sentinel,Estonia,2019-W46,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W46,RSV,RSV,RSV,positivity,total,4.2
primary care sentinel,Estonia,2019-W46,RSV,RSV,RSV,tests,total,24
primary care sentinel,Estonia,2019-W45,Influenza,Influenza,total,detections,total,1
primary care sentinel,Estonia,2019-W45,Influenza,Influenza,total,positivity,total,5.9
primary care sentinel,Estonia,2019-W45,Influenza,Influenza,total,tests,total,17
primary care sentinel,Estonia,2019-W45,Influenza,Influenza B,B/Vic,detections,total,1
primary care sentinel,Estonia,2019-W45,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W45,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W45,RSV,RSV,RSV,tests,total,17
primary care sentinel,Estonia,2019-W44,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W44,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W44,Influenza,Influenza,total,tests,total,10
primary care sentinel,Estonia,2019-W44,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W44,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W44,RSV,RSV,RSV,tests,total,10
primary care sentinel,Estonia,2019-W43,Influenza,Influenza,total,detections,total,2
primary care sentinel,Estonia,2019-W43,Influenza,Influenza,total,positivity,total,28.6
primary care sentinel,Estonia,2019-W43,Influenza,Influenza,total,tests,total,7
primary care sentinel,Estonia,2019-W43,Influenza,Influenza B,B (unknown),detections,total,1
primary care sentinel,Estonia,2019-W43,Influenza,Influenza B,B/Vic,detections,total,1
primary care sentinel,Estonia,2019-W43,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W43,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W43,RSV,RSV,RSV,tests,total,7
primary care sentinel,Estonia,2019-W42,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W42,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W42,Influenza,Influenza,total,tests,total,5
primary care sentinel,Estonia,2019-W42,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W42,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W42,RSV,RSV,RSV,tests,total,5
primary care sentinel,Estonia,2019-W41,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W41,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W41,Influenza,Influenza,total,tests,total,7
primary care sentinel,Estonia,2019-W41,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W41,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W41,RSV,RSV,RSV,tests,total,7
primary care sentinel,Estonia,2019-W40,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W40,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W40,Influenza,Influenza,total,tests,total,3
primary care sentinel,Estonia,2019-W40,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W40,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W40,RSV,RSV,RSV,tests,total,3
primary care sentinel,Estonia,2019-W39,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W39,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W39,Influenza,Influenza,total,tests,total,2
primary care sentinel,Estonia,2019-W39,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W39,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W39,RSV,RSV,RSV,tests,total,2
primary care sentinel,Estonia,2019-W37,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W37,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W37,Influenza,Influenza,total,tests,total,1
primary care sentinel,Estonia,2019-W37,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W37,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W37,RSV,RSV,RSV,tests,total,1
primary care sentinel,Estonia,2019-W36,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W36,Influenza,Influenza,total,tests,total,0
primary care sentinel,Estonia,2019-W36,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W36,RSV,RSV,RSV,tests,total,0
primary care sentinel,Estonia,2019-W35,Influenza,Influenza,total,tests,total,0
primary care sentinel,Estonia,2019-W35,RSV,RSV,RSV,tests,total,0
primary care sentinel,Estonia,2019-W34,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W34,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W34,Influenza,Influenza,total,tests,total,1
primary care sentinel,Estonia,2019-W34,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W34,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W34,RSV,RSV,RSV,tests,total,1
primary care sentinel,Estonia,2019-W33,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W33,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W33,Influenza,Influenza,total,tests,total,2
primary care sentinel,Estonia,2019-W33,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W33,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W33,RSV,RSV,RSV,tests,total,2
primary care sentinel,Estonia,2019-W32,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W32,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W32,Influenza,Influenza,total,tests,total,1
primary care sentinel,Estonia,2019-W32,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W32,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W32,RSV,RSV,RSV,tests,total,1
primary care sentinel,Estonia,2019-W31,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W31,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W31,Influenza,Influenza,total,tests,total,2
primary care sentinel,Estonia,2019-W31,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W31,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W31,RSV,RSV,RSV,tests,total,2
primary care sentinel,Estonia,2019-W25,Influenza,Influenza,total,tests,total,0
primary care sentinel,Estonia,2019-W25,RSV,RSV,RSV,tests,total,0
primary care sentinel,Estonia,2019-W24,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W24,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W24,Influenza,Influenza,total,tests,total,2
primary care sentinel,Estonia,2019-W24,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W24,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W24,RSV,RSV,RSV,tests,total,2
primary care sentinel,Estonia,2019-W23,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W23,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W23,Influenza,Influenza,total,tests,total,2
primary care sentinel,Estonia,2019-W23,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W23,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W23,RSV,RSV,RSV,tests,total,2
primary care sentinel,Estonia,2019-W21,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W21,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W21,Influenza,Influenza,total,tests,total,1
primary care sentinel,Estonia,2019-W21,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W21,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W21,RSV,RSV,RSV,tests,total,1
primary care sentinel,Estonia,2019-W20,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W20,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W20,Influenza,Influenza,total,tests,total,2
primary care sentinel,Estonia,2019-W20,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W20,RSV,RSV,RSV,positivity,total,50
primary care sentinel,Estonia,2019-W20,RSV,RSV,RSV,tests,total,2
primary care sentinel,Estonia,2019-W19,Influenza,Influenza,total,detections,total,2
primary care sentinel,Estonia,2019-W19,Influenza,Influenza,total,positivity,total,33.3
primary care sentinel,Estonia,2019-W19,Influenza,Influenza,total,tests,total,6
primary care sentinel,Estonia,2019-W19,Influenza,Influenza A,A (unknown),detections,total,2
primary care sentinel,Estonia,2019-W19,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W19,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W19,RSV,RSV,RSV,tests,total,6
primary care sentinel,Estonia,2019-W18,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W18,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W18,Influenza,Influenza,total,tests,total,6
primary care sentinel,Estonia,2019-W18,RSV,RSV,RSV,detections,total,0
primary care sentinel,Estonia,2019-W18,RSV,RSV,RSV,positivity,total,0
primary care sentinel,Estonia,2019-W18,RSV,RSV,RSV,tests,total,6
primary care sentinel,Estonia,2019-W17,Influenza,Influenza,total,detections,total,0
primary care sentinel,Estonia,2019-W17,Influenza,Influenza,total,positivity,total,0
primary care sentinel,Estonia,2019-W17,Influenza,Influenza,total,tests,total,5
primary care sentinel,Estonia,2019-W17,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W17,RSV,RSV,RSV,positivity,total,20
primary care sentinel,Estonia,2019-W17,RSV,RSV,RSV,tests,total,5
primary care sentinel,Estonia,2019-W16,Influenza,Influenza,total,detections,total,1
primary care sentinel,Estonia,2019-W16,Influenza,Influenza,total,positivity,total,25
primary care sentinel,Estonia,2019-W16,Influenza,Influenza,total,tests,total,4
primary care sentinel,Estonia,2019-W16,Influenza,Influenza A,A (unknown),detections,total,1
primary care sentinel,Estonia,2019-W16,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W16,RSV,RSV,RSV,positivity,total,25
primary care sentinel,Estonia,2019-W16,RSV,RSV,RSV,tests,total,4
primary care sentinel,Estonia,2019-W15,Influenza,Influenza,total,detections,total,2
primary care sentinel,Estonia,2019-W15,Influenza,Influenza,total,positivity,total,22.2
primary care sentinel,Estonia,2019-W15,Influenza,Influenza,total,tests,total,9
primary care sentinel,Estonia,2019-W15,Influenza,Influenza A,A (unknown),detections,total,1
primary care sentinel,Estonia,2019-W15,Influenza,Influenza B,B (unknown),detections,total,1
primary care sentinel,Estonia,2019-W15,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W15,RSV,RSV,RSV,positivity,total,11.1
primary care sentinel,Estonia,2019-W15,RSV,RSV,RSV,tests,total,9
primary care sentinel,Estonia,2019-W14,Influenza,Influenza,total,detections,total,2
primary care sentinel,Estonia,2019-W14,Influenza,Influenza,total,positivity,total,16.7
primary care sentinel,Estonia,2019-W14,Influenza,Influenza,total,tests,total,12
primary care sentinel,Estonia,2019-W14,Influenza,Influenza A,A (unknown),detections,total,2
primary care sentinel,Estonia,2019-W14,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W14,RSV,RSV,RSV,positivity,total,8.3
primary care sentinel,Estonia,2019-W14,RSV,RSV,RSV,tests,total,12
primary care sentinel,Estonia,2019-W13,Influenza,Influenza,total,detections,total,4
primary care sentinel,Estonia,2019-W13,Influenza,Influenza,total,positivity,total,23.5
primary care sentinel,Estonia,2019-W13,Influenza,Influenza,total,tests,total,17
primary care sentinel,Estonia,2019-W13,Influenza,Influenza A,A (unknown),detections,total,4
primary care sentinel,Estonia,2019-W13,RSV,RSV,RSV,detections,total,4
primary care sentinel,Estonia,2019-W13,RSV,RSV,RSV,positivity,total,23.5
primary care sentinel,Estonia,2019-W13,RSV,RSV,RSV,tests,total,17
primary care sentinel,Estonia,2019-W12,Influenza,Influenza,total,detections,total,6
primary care sentinel,Estonia,2019-W12,Influenza,Influenza,total,positivity,total,27.3
primary care sentinel,Estonia,2019-W12,Influenza,Influenza,total,tests,total,22
primary care sentinel,Estonia,2019-W12,Influenza,Influenza A,A(H1)pdm09,detections,total,3
primary care sentinel,Estonia,2019-W12,Influenza,Influenza A,A(H3),detections,total,3
primary care sentinel,Estonia,2019-W12,RSV,RSV,RSV,detections,total,4
primary care sentinel,Estonia,2019-W12,RSV,RSV,RSV,positivity,total,18.2
primary care sentinel,Estonia,2019-W12,RSV,RSV,RSV,tests,total,22
primary care sentinel,Estonia,2019-W11,Influenza,Influenza,total,detections,total,3
primary care sentinel,Estonia,2019-W11,Influenza,Influenza,total,positivity,total,21.4
primary care sentinel,Estonia,2019-W11,Influenza,Influenza,total,tests,total,14
primary care sentinel,Estonia,2019-W11,Influenza,Influenza A,A(H1)pdm09,detections,total,3
primary care sentinel,Estonia,2019-W11,RSV,RSV,RSV,detections,total,1
primary care sentinel,Estonia,2019-W11,RSV,RSV,RSV,positivity,total,7.1
primary care sentinel,Estonia,2019-W11,RSV,RSV,RSV,tests,total,14
primary care sentinel,Estonia,2019-W10,Influenza,Influenza,total,detections,total,6
primary care sentinel,Estonia,2019-W10,Influenza,Influenza,total,positivity,total,28.6
primary care sentinel,Estonia,2019-W10,Influenza,Influenza,total,tests,total,21
primary care sentinel,Estonia,2019-W10,Influenza,Influenza A,A(H1)pdm09,detections,total,4
primary care sentinel,Estonia,2019-W10,Influenza,Influenza A,A(H3),detections,total,2
primary care sentinel,Estonia,2019-W10,RSV,RSV,RSV,detections,total,5
primary care sentinel,Estonia,2019-W10,RSV,RSV,RSV,positivity,total,23.8
primary care sentinel,Estonia,2019-W10,RSV,RSV,RSV,tests,total,21
primary care sentinel,Estonia,2019-W09,Influenza,Influenza,total,detections,total,19
primary care sentinel,Estonia,2019-W09,Influenza,Influenza,total,positivity,total,48.7
primary care sentinel,Estonia,2019-W09,Influenza,Influenza,total,tests,total,39
primary care sentinel,Estonia,2019-W09,Influenza,Influenza A,A (unknown),detections,total,19
primary care sentinel,Estonia,2019-W09,RSV,RSV,RSV,detections,total,2
primary care sentinel,Estonia,2019-W09,RSV,RSV,RSV,positivity,total,5.1
primary care sentinel,Estonia,2019-W09,RSV,RSV,RSV,tests,total,39
primary care sentinel,Estonia,2019-W08,Influenza,Influenza,total,detections,total,14
primary care sentinel,Estonia,2019-W08,Influenza,Influenza,total,positivity,total,51.9
primary care sentinel,Estonia,2019-W08,Influenza,Influenza,total,tests,total,27
primary care sentinel,Estonia,2019-W08,Influenza,Influenza A,A (unknown),detections,total,14
primary care sentinel,Estonia,2019-W08,RSV,RSV,RSV,detections,total,6
primary care sentinel,Estonia,2019-W08,RSV,RSV,RSV,positivity,total,22.2
primary care sentinel,Estonia,2019-W08,RSV,RSV,RSV,tests,total,27
primary care sentinel,Estonia,2019-W07,Influenza,Influenza,total,detections,total,25
primary care sentinel,Estonia,2019-W07,Influenza,Influenza,total,positivity,total,58.1
primary care sentinel,Estonia,2019-W07,Influenza,Influenza,total,tests,total,43
primary care sentinel,Estonia,2019-W07,Influenza,Influenza A,A (unknown),detections,total,14
primary care sentinel,Estonia,2019-W07,Influenza,Influenza A,A(H1)pdm09,detections,total,11
primary care sentinel,Estonia,2019-W07,RSV,RSV,RSV,detections,total,6
primary care sentinel,Estonia,2019-W07,RSV,RSV,RSV,positivity,total,14
primary care sentinel,Estonia,2019-W07,RSV,RSV,RSV,tests,total,43
primary care sentinel,Estonia,2019-W06,Influenza,Influenza,total,detections,total,28
primary care sentinel,Estonia,2019-W06,Influenza,Influenza,total,positivity,total,49.1
primary care sentinel,Estonia,2019-W06,Influenza,Influenza,total,tests,total,57
primary care sentinel,Estonia,2019-W06,Influenza,Influenza A,A (unknown),detections,total,28
primary care sentinel,Estonia,2019-W06,RSV,RSV,RSV,detections,total,5
primary care sentinel,Estonia,2019-W06,RSV,RSV,RSV,positivity,total,8.8
primary care sentinel,Estonia,2019-W06,RSV,RSV,RSV,tests,total,57
primary care sentinel,Estonia,2019-W05,Influenza,Influenza,total,detections,total,33
primary care sentinel,Estonia,2019-W05,Influenza,Influenza,total,positivity,total,64.7
primary care sentinel,Estonia,2019-W05,Influenza,Influenza,total,tests,total,51
primary care sentinel,Estonia,2019-W05,Influenza,Influenza A,A (unknown),detections,total,27
primary care sentinel,Estonia,2019-W05,Influenza,Influenza A,A(H1)pdm09,detections,total,4
primary care sentinel,Estonia,2019-W05,Influenza,Influenza A,A(H3),detections,total,2
primary care sentinel,Estonia,2019-W05,RSV,RSV,RSV,detections,total,3
primary care sentinel,Estonia,2019-W05,RSV,RSV,RSV,positivity,total,5.9
primary care sentinel,Estonia,2019-W05,RSV,RSV,RSV,tests,total,51
primary care sentinel,Estonia,2019-W04,Influenza,Influenza,total,detections,total,25
primary care sentinel,Estonia,2019-W04,Influenza,Influenza,total,positivity,total,48.1
primary care sentinel,Estonia,2019-W04,Influenza,Influenza,total,tests,total,52
primary care sentinel,Estonia,2019-W04,Influenza,Influenza A,A (unknown),detections,total,14
primary care sentinel,Estonia,2019-W04,Influenza,Influenza A,A(H1)pdm09,detections,total,7
primary care sentinel,Estonia,2019-W04,Influenza,Influenza A,A(H3),detections,total,4
primary care sentinel,Estonia,2019-W04,RSV,RSV,RSV,detections,total,2
primary care sentinel,Estonia,2019-W04,RSV,RSV,RSV,positivity,total,3.8
primary care sentinel,Estonia,2019-W04,RSV,RSV,RSV,tests,total,52
primary care sentinel,Estonia,2019-W03,Influenza,Influenza,total,detections,total,21
primary care sentinel,Estonia,2019-W03,Influenza,Influenza,total,positivity,total,58.3
primary care sentinel,Estonia,2019-W03,Influenza,Influenza,total,tests,total,36
primary care sentinel,Estonia,2019-W03,Influenza,Influenza A,A (unknown),detections,total,12
primary care sentinel,Estonia,2019-W03,Influenza,Influenza A,A(H1)pdm09,detections,total,9
