survtype,countryname,yearweek,pathogen,pathogentype,pathogensubtype,indicator,age,value
non-sentinel,Austria,2026-W20,Influenza,Influenza,total,detections,total,1
non-sentinel,Austria,2026-W20,Influenza,Influenza,total,tests,total,97
non-sentinel,Austria,2026-W20,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2026-W20,RSV,RSV,RSV,detections,total,0
non-sentinel,Austria,2026-W20,RSV,RSV,RSV,tests,total,154
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,57
non-sentinel,Austria,2026-W20,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,57
non-sentinel,Austria,2026-W19,Influenza,Influenza,total,detections,total,1
non-sentinel,Austria,2026-W19,Influenza,Influenza,total,tests,total,108
non-sentinel,Austria,2026-W19,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2026-W19,RSV,RSV,RSV,detections,total,3
non-sentinel,Austria,2026-W19,RSV,RSV,RSV,tests,total,164
non-sentinel,Austria,2026-W19,RSV,RSV untyped,NA,detections,total,3
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,57
non-sentinel,Austria,2026-W19,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,57
non-sentinel,Austria,2026-W18,Influenza,Influenza,total,detections,total,1
non-sentinel,Austria,2026-W18,Influenza,Influenza,total,tests,total,162
non-sentinel,Austria,2026-W18,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2026-W18,RSV,RSV,RSV,detections,total,9
non-sentinel,Austria,2026-W18,RSV,RSV,RSV,tests,total,221
non-sentinel,Austria,2026-W18,RSV,RSV untyped,NA,detections,total,9
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,62
non-sentinel,Austria,2026-W18,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,62
non-sentinel,Austria,2026-W17,Influenza,Influenza,total,detections,total,0
non-sentinel,Austria,2026-W17,Influenza,Influenza,total,tests,total,201
non-sentinel,Austria,2026-W17,RSV,RSV,RSV,detections,total,9
non-sentinel,Austria,2026-W17,RSV,RSV,RSV,tests,total,280
non-sentinel,Austria,2026-W17,RSV,RSV untyped,NA,detections,total,9
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,75
non-sentinel,Austria,2026-W17,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,75
non-sentinel,Austria,2026-W16,Influenza,Influenza,total,detections,total,1
non-sentinel,Austria,2026-W16,Influenza,Influenza,total,tests,total,232
non-sentinel,Austria,2026-W16,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2026-W16,RSV,RSV,RSV,detections,total,22
non-sentinel,Austria,2026-W16,RSV,RSV,RSV,tests,total,335
non-sentinel,Austria,2026-W16,RSV,RSV untyped,NA,detections,total,22
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,100
non-sentinel,Austria,2026-W16,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,100
non-sentinel,Austria,2026-W15,Influenza,Influenza,total,detections,total,5
non-sentinel,Austria,2026-W15,Influenza,Influenza,total,tests,total,264
non-sentinel,Austria,2026-W15,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2026-W15,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2026-W15,RSV,RSV,RSV,detections,total,30
non-sentinel,Austria,2026-W15,RSV,RSV,RSV,tests,total,348
non-sentinel,Austria,2026-W15,RSV,RSV untyped,NA,detections,total,30
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,88
non-sentinel,Austria,2026-W15,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,88
non-sentinel,Austria,2026-W14,Influenza,Influenza,total,detections,total,2
non-sentinel,Austria,2026-W14,Influenza,Influenza,total,tests,total,264
non-sentinel,Austria,2026-W14,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2026-W14,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2026-W14,RSV,RSV,RSV,detections,total,25
non-sentinel,Austria,2026-W14,RSV,RSV,RSV,tests,total,348
non-sentinel,Austria,2026-W14,RSV,RSV untyped,NA,detections,total,25
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,2
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,2
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,85
non-sentinel,Austria,2026-W14,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,85
non-sentinel,Austria,2026-W13,Influenza,Influenza,total,detections,total,1
non-sentinel,Austria,2026-W13,Influenza,Influenza,total,tests,total,373
non-sentinel,Austria,2026-W13,Influenza,Influenza A,A (unknown),detections,total,1
non-sentinel,Austria,2026-W13,RSV,RSV,RSV,detections,total,49
non-sentinel,Austria,2026-W13,RSV,RSV,RSV,tests,total,407
non-sentinel,Austria,2026-W13,RSV,RSV untyped,NA,detections,total,49
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,5
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,5
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,134
non-sentinel,Austria,2026-W13,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,134
non-sentinel,Austria,2026-W12,Influenza,Influenza,total,detections,total,4
non-sentinel,Austria,2026-W12,Influenza,Influenza,total,tests,total,326
non-sentinel,Austria,2026-W12,Influenza,Influenza A,A (unknown),detections,total,4
non-sentinel,Austria,2026-W12,RSV,RSV,RSV,detections,total,70
non-sentinel,Austria,2026-W12,RSV,RSV,RSV,tests,total,461
non-sentinel,Austria,2026-W12,RSV,RSV untyped,NA,detections,total,70
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,3
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,3
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,135
non-sentinel,Austria,2026-W12,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,135
non-sentinel,Austria,2026-W11,Influenza,Influenza,total,detections,total,4
non-sentinel,Austria,2026-W11,Influenza,Influenza,total,tests,total,310
non-sentinel,Austria,2026-W11,Influenza,Influenza A,A (unknown),detections,total,3
non-sentinel,Austria,2026-W11,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2026-W11,RSV,RSV,RSV,detections,total,67
non-sentinel,Austria,2026-W11,RSV,RSV,RSV,tests,total,451
non-sentinel,Austria,2026-W11,RSV,RSV untyped,NA,detections,total,67
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,3
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,3
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,144
non-sentinel,Austria,2026-W11,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,144
non-sentinel,Austria,2026-W10,Influenza,Influenza,total,detections,total,8
non-sentinel,Austria,2026-W10,Influenza,Influenza,total,tests,total,350
non-sentinel,Austria,2026-W10,Influenza,Influenza A,A (unknown),detections,total,7
non-sentinel,Austria,2026-W10,Influenza,Influenza B,B (unknown),detections,total,1
non-sentinel,Austria,2026-W10,RSV,RSV,RSV,detections,total,59
non-sentinel,Austria,2026-W10,RSV,RSV,RSV,tests,total,346
non-sentinel,Austria,2026-W10,RSV,RSV untyped,NA,detections,total,59
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,6
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,6
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,150
non-sentinel,Austria,2026-W10,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,150
non-sentinel,Austria,2026-W09,Influenza,Influenza,total,detections,total,42
non-sentinel,Austria,2026-W09,Influenza,Influenza,total,tests,total,655
non-sentinel,Austria,2026-W09,Influenza,Influenza A,A (unknown),detections,total,40
non-sentinel,Austria,2026-W09,Influenza,Influenza B,B (unknown),detections,total,2
non-sentinel,Austria,2026-W09,RSV,RSV,RSV,detections,total,133
non-sentinel,Austria,2026-W09,RSV,RSV,RSV,tests,total,614
non-sentinel,Austria,2026-W09,RSV,RSV untyped,NA,detections,total,133
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,2
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,2
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,180
non-sentinel,Austria,2026-W09,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,180
non-sentinel,Austria,2026-W08,Influenza,Influenza,total,detections,total,50
non-sentinel,Austria,2026-W08,Influenza,Influenza,total,tests,total,549
non-sentinel,Austria,2026-W08,Influenza,Influenza A,A (unknown),detections,total,50
non-sentinel,Austria,2026-W08,RSV,RSV,RSV,detections,total,79
non-sentinel,Austria,2026-W08,RSV,RSV,RSV,tests,total,480
non-sentinel,Austria,2026-W08,RSV,RSV untyped,NA,detections,total,79
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,6
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,6
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,152
non-sentinel,Austria,2026-W08,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,152
non-sentinel,Austria,2026-W07,Influenza,Influenza,total,detections,total,49
non-sentinel,Austria,2026-W07,Influenza,Influenza,total,tests,total,568
non-sentinel,Austria,2026-W07,Influenza,Influenza A,A (unknown),detections,total,49
non-sentinel,Austria,2026-W07,RSV,RSV,RSV,detections,total,69
non-sentinel,Austria,2026-W07,RSV,RSV,RSV,tests,total,543
non-sentinel,Austria,2026-W07,RSV,RSV untyped,NA,detections,total,69
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,13
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,13
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,216
non-sentinel,Austria,2026-W07,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,216
non-sentinel,Austria,2026-W06,Influenza,Influenza,total,detections,total,101
non-sentinel,Austria,2026-W06,Influenza,Influenza,total,tests,total,714
non-sentinel,Austria,2026-W06,Influenza,Influenza A,A (unknown),detections,total,101
non-sentinel,Austria,2026-W06,RSV,RSV,RSV,detections,total,85
non-sentinel,Austria,2026-W06,RSV,RSV,RSV,tests,total,667
non-sentinel,Austria,2026-W06,RSV,RSV untyped,NA,detections,total,85
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,13
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,unk,13
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,0-4,0
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,15-64,0
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,5-14,0
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,65+,0
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,total,248
non-sentinel,Austria,2026-W06,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,tests,unk,248
non-sentinel,Austria,2026-W05,Influenza,Influenza,total,detections,total,120
non-sentinel,Austria,2026-W05,Influenza,Influenza,total,tests,total,658
non-sentinel,Austria,2026-W05,Influenza,Influenza A,A (unknown),detections,total,120
non-sentinel,Austria,2026-W05,RSV,RSV,RSV,detections,total,64
non-sentinel,Austria,2026-W05,RSV,RSV,RSV,tests,total,674
non-sentinel,Austria,2026-W05,RSV,RSV untyped,NA,detections,total,64
non-sentinel,Austria,2026-W05,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,0-4,0
non-sentinel,Austria,2026-W05,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,15-64,0
non-sentinel,Austria,2026-W05,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,5-14,0
non-sentinel,Austria,2026-W05,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,65+,0
non-sentinel,Austria,2026-W05,SARS-CoV-2,SARS-CoV-2,SARS-CoV-2,detections,total,10
